epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.7126,1.43882,1.67976,1.01652,0.57767,0.92315,0.87891,0.55218,1.20145,1.64085,0.96778,0.0672286,3.28042e-05,3.28042e-05
2,23.6389,1.28088,0.96502,0.95779,0.95281,0.88611,0.95439,0.65584,1.12384,0.92254,0.93104,0.033926,6.35185e-05,6.35185e-05
3,35.0404,1.23112,0.83923,0.93777,0.97732,0.92567,0.9706,0.70302,1.01036,0.71269,0.90109,0.000620693,9.15928e-05,9.15928e-05
4,45.6979,1.16292,0.77501,0.92491,0.97692,0.93509,0.97534,0.71433,0.98454,0.67772,0.89271,8.812e-05,8.812e-05,8.812e-05
5,56.4573,1.14662,0.75107,0.92115,0.98042,0.94003,0.97725,0.72725,0.95362,0.6492,0.88423,8.416e-05,8.416e-05,8.416e-05
6,67.2774,1.12164,0.72473,0.91391,0.97646,0.94413,0.97797,0.7208,0.97035,0.64341,0.88454,8.02e-05,8.02e-05,8.02e-05
7,77.9917,1.09899,0.70747,0.90543,0.9818,0.94532,0.9793,0.73793,0.92338,0.61811,0.87375,7.624e-05,7.624e-05,7.624e-05
8,88.5928,1.08424,0.69188,0.90284,0.97877,0.94482,0.97947,0.73553,0.93198,0.61416,0.87356,7.228e-05,7.228e-05,7.228e-05
9,99.1647,1.06562,0.68125,0.90021,0.97821,0.94658,0.97973,0.7311,0.9435,0.61049,0.87587,6.832e-05,6.832e-05,6.832e-05
10,109.803,1.06159,0.67029,0.89771,0.98212,0.95038,0.98214,0.74271,0.91615,0.5923,0.86911,6.436e-05,6.436e-05,6.436e-05
11,120.492,1.06556,0.66372,0.8958,0.98512,0.95422,0.9843,0.75338,0.88836,0.58015,0.86378,6.04e-05,6.04e-05,6.04e-05
12,131.31,1.05899,0.66129,0.89503,0.98512,0.95098,0.98419,0.75684,0.88336,0.57377,0.86212,5.644e-05,5.644e-05,5.644e-05
13,141.899,1.03254,0.6456,0.8916,0.98686,0.95229,0.98502,0.75774,0.88071,0.5658,0.86055,5.248e-05,5.248e-05,5.248e-05
14,152.532,1.0264,0.64056,0.88904,0.98465,0.95362,0.98524,0.753,0.89183,0.56538,0.86249,4.852e-05,4.852e-05,4.852e-05
15,163.318,1.02725,0.63587,0.88652,0.98515,0.95439,0.98634,0.75639,0.88074,0.5612,0.86059,4.456e-05,4.456e-05,4.456e-05
16,175.64,0.96599,0.702,0.8838,0.98702,0.95788,0.98707,0.75468,0.88876,0.56365,0.86016,4.06e-05,4.06e-05,4.06e-05
17,185.459,0.95299,0.6479,0.88162,0.98272,0.9591,0.98716,0.74819,0.89906,0.57621,0.86357,3.664e-05,3.664e-05,3.664e-05
18,195.345,0.95603,0.64706,0.87581,0.98681,0.95859,0.988,0.75948,0.86467,0.5562,0.85347,3.268e-05,3.268e-05,3.268e-05
19,205.022,0.94016,0.62723,0.87418,0.98687,0.95937,0.98818,0.75946,0.86462,0.55179,0.85307,2.872e-05,2.872e-05,2.872e-05
20,214.658,0.938,0.62841,0.87589,0.98696,0.95952,0.98867,0.75848,0.8705,0.5511,0.85373,2.476e-05,2.476e-05,2.476e-05
21,224.273,0.9412,0.62068,0.87187,0.98702,0.96036,0.98873,0.76662,0.84823,0.53986,0.84952,2.08e-05,2.08e-05,2.08e-05
22,233.864,0.92079,0.60833,0.87045,0.98756,0.96027,0.98877,0.76688,0.84911,0.53679,0.84967,1.684e-05,1.684e-05,1.684e-05
23,243.437,0.91539,0.60492,0.87074,0.98762,0.96061,0.98872,0.76616,0.84864,0.53422,0.84971,1.288e-05,1.288e-05,1.288e-05
24,253.011,0.91924,0.60357,0.87162,0.98767,0.95968,0.9886,0.76538,0.85421,0.53535,0.85077,8.92e-06,8.92e-06,8.92e-06
25,262.691,0.92079,0.59996,0.86805,0.98765,0.96081,0.98859,0.76846,0.84354,0.53169,0.84876,4.96e-06,4.96e-06,4.96e-06
