epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.4437,1.43082,1.49625,1.01469,0.94576,0.88804,0.95704,0.63079,1.15443,1.20477,0.94513,0.0675238,0.000328042,0.000328042
2,22.9176,1.22167,0.8142,0.94236,0.95259,0.93499,0.97305,0.67799,1.08914,0.71183,0.91242,0.0344976,0.000635185,0.000635185
3,33.945,1.16367,0.73004,0.91868,0.9759,0.9354,0.97794,0.72422,0.97654,0.63446,0.88524,0.00144503,0.000915928,0.000915928
4,44.1972,1.10169,0.67457,0.90745,0.98078,0.95296,0.98098,0.73974,0.92143,0.5914,0.8709,0.0008812,0.0008812,0.0008812
5,54.3696,1.07623,0.64778,0.90074,0.98343,0.95582,0.98293,0.74433,0.9038,0.56627,0.8631,0.0008416,0.0008416,0.0008416
6,64.6064,1.04105,0.61594,0.891,0.98313,0.958,0.98607,0.74296,0.90383,0.54292,0.86228,0.000802,0.000802,0.000802
7,74.8457,1.02347,0.59394,0.88399,0.98706,0.96109,0.98813,0.75959,0.86547,0.51504,0.85524,0.0007624,0.0007624,0.0007624
8,85.0242,1.02263,0.58231,0.88453,0.98634,0.96363,0.99002,0.76424,0.8535,0.50147,0.85152,0.0007228,0.0007228,0.0007228
9,95.1564,0.99453,0.5702,0.88,0.98694,0.96481,0.99039,0.76519,0.84056,0.48974,0.8493,0.0006832,0.0006832,0.0006832
10,105.279,0.98682,0.55643,0.87751,0.98811,0.96716,0.99113,0.77504,0.82653,0.47856,0.84481,0.0006436,0.0006436,0.0006436
11,115.488,0.98829,0.55181,0.87574,0.98623,0.9685,0.99117,0.76447,0.857,0.48252,0.85076,0.000604,0.000604,0.000604
12,125.833,0.97657,0.54632,0.87324,0.98768,0.96995,0.9917,0.77383,0.82878,0.46796,0.84472,0.0005644,0.0005644,0.0005644
13,135.97,0.9575,0.53282,0.87091,0.98922,0.97044,0.99227,0.77498,0.82124,0.46633,0.84312,0.0005248,0.0005248,0.0005248
14,146.001,0.95168,0.52527,0.86938,0.98818,0.96968,0.99221,0.77522,0.82508,0.45874,0.84213,0.0004852,0.0004852,0.0004852
15,156.283,0.95441,0.52232,0.86657,0.99108,0.97108,0.99265,0.77918,0.81826,0.4497,0.84154,0.0004456,0.0004456,0.0004456
16,168.751,0.87852,0.51436,0.86076,0.98976,0.97388,0.99296,0.77542,0.81388,0.46073,0.83897,0.000406,0.000406,0.000406
17,178.475,0.87209,0.49462,0.85828,0.99009,0.97312,0.9931,0.7832,0.80171,0.44446,0.83648,0.0003664,0.0003664,0.0003664
18,187.837,0.8835,0.49411,0.85695,0.98957,0.97321,0.99287,0.77333,0.83453,0.45145,0.84039,0.0003268,0.0003268,0.0003268
19,197.48,0.86577,0.48191,0.85527,0.99081,0.97405,0.99312,0.78576,0.79451,0.43097,0.83493,0.0002872,0.0002872,0.0002872
20,206.813,0.86428,0.48148,0.85655,0.98834,0.97524,0.99313,0.78549,0.79414,0.43045,0.83468,0.0002476,0.0002476,0.0002476
21,216.369,0.86148,0.47284,0.85228,0.98868,0.9754,0.99319,0.78767,0.79175,0.42607,0.83454,0.000208,0.000208,0.000208
22,225.676,0.84031,0.46112,0.85032,0.98889,0.97489,0.99324,0.78819,0.78571,0.4201,0.83336,0.0001684,0.0001684,0.0001684
23,235.166,0.83475,0.45811,0.85125,0.98935,0.97545,0.99325,0.7902,0.78525,0.41923,0.83303,0.0001288,0.0001288,0.0001288
24,244.669,0.83893,0.4583,0.85157,0.98945,0.97547,0.99327,0.79061,0.77988,0.41527,0.83215,8.92e-05,8.92e-05,8.92e-05
25,253.954,0.83554,0.45258,0.84758,0.98955,0.97564,0.99339,0.79236,0.77408,0.41167,0.83125,4.96e-05,4.96e-05,4.96e-05
