epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7428,1.63127,2.07638,1.12974,0.17908,0.90249,0.57489,0.33598,1.38054,1.9009,1.05907,0.0672286,3.28042e-05,3.28042e-05
2,21.7912,1.5494,1.38278,1.09557,0.69501,0.72896,0.77355,0.46298,1.33155,1.18233,1.04465,0.033926,6.35185e-05,6.35185e-05
3,31.6224,1.50559,1.15466,1.068,0.79031,0.79061,0.85652,0.5392,1.26599,0.99561,1.01602,0.000620693,9.15928e-05,9.15928e-05
4,41.3049,1.4332,1.05343,1.04697,0.83808,0.81236,0.88994,0.57189,1.23924,0.92704,1.00421,8.812e-05,8.812e-05,8.812e-05
5,51.9477,1.41901,1.02643,1.04266,0.86262,0.84221,0.91188,0.58681,1.2321,0.91219,1.00215,8.416e-05,8.416e-05,8.416e-05
6,61.5943,1.39699,1.00338,1.03348,0.87844,0.85898,0.92363,0.60075,1.20537,0.89845,0.99112,8.02e-05,8.02e-05,8.02e-05
7,71.404,1.37384,0.97819,1.02144,0.88826,0.86209,0.92882,0.61087,1.18232,0.90225,0.98372,7.624e-05,7.624e-05,7.624e-05
8,81.092,1.35965,0.96171,1.01834,0.89802,0.86535,0.93283,0.61598,1.1719,0.87775,0.97985,7.228e-05,7.228e-05,7.228e-05
9,90.8761,1.33879,0.94995,1.01573,0.90293,0.87225,0.93805,0.6231,1.16505,0.85531,0.97695,6.832e-05,6.832e-05,6.832e-05
10,100.506,1.34074,0.93928,1.01138,0.90845,0.87804,0.94139,0.63164,1.1488,0.84696,0.9715,6.436e-05,6.436e-05,6.436e-05
11,110.272,1.33771,0.9353,1.0089,0.90901,0.87941,0.94135,0.63009,1.14908,0.84418,0.97189,6.04e-05,6.04e-05,6.04e-05
12,120.219,1.33614,0.92888,1.00731,0.91212,0.88313,0.94369,0.63496,1.14335,0.83125,0.96913,5.644e-05,5.644e-05,5.644e-05
13,129.795,1.30925,0.91814,1.00401,0.91949,0.88569,0.9469,0.64219,1.12937,0.82544,0.96474,5.248e-05,5.248e-05,5.248e-05
14,139.468,1.30357,0.91357,1.00155,0.91967,0.88703,0.94707,0.63924,1.1361,0.82523,0.9663,4.852e-05,4.852e-05,4.852e-05
15,149.201,1.30822,0.90609,0.99755,0.91864,0.88628,0.9475,0.64136,1.13275,0.823,0.96385,4.456e-05,4.456e-05,4.456e-05
16,161.576,1.19705,0.97187,0.99068,0.92869,0.89482,0.95239,0.64156,1.1307,0.8268,0.95916,4.06e-05,4.06e-05,4.06e-05
17,171.24,1.20091,0.9273,0.99445,0.92905,0.89535,0.95232,0.6512,1.11549,0.81523,0.9546,3.664e-05,3.664e-05,3.664e-05
18,180.379,1.2079,0.92577,0.98684,0.92961,0.89738,0.95312,0.65125,1.11489,0.81506,0.9539,3.268e-05,3.268e-05,3.268e-05
19,189.689,1.20085,0.91038,0.98733,0.93171,0.8973,0.95375,0.65463,1.1053,0.81743,0.9515,2.872e-05,2.872e-05,2.872e-05
20,199.188,1.19684,0.91844,0.99187,0.93544,0.89484,0.95356,0.65368,1.10834,0.80897,0.95255,2.476e-05,2.476e-05,2.476e-05
21,208.26,1.20476,0.90704,0.985,0.93561,0.89331,0.95384,0.65533,1.10541,0.80196,0.95137,2.08e-05,2.08e-05,2.08e-05
22,217.564,1.18038,0.89384,0.9837,0.93652,0.89384,0.95421,0.6571,1.10449,0.79789,0.95129,1.684e-05,1.684e-05,1.684e-05
23,226.906,1.17787,0.89245,0.98488,0.93503,0.89602,0.95408,0.6574,1.10293,0.79556,0.95094,1.288e-05,1.288e-05,1.288e-05
24,236.217,1.18658,0.89545,0.98887,0.93504,0.89602,0.95428,0.65707,1.10256,0.79522,0.95104,8.92e-06,8.92e-06,8.92e-06
25,245.908,1.19118,0.88785,0.98294,0.93497,0.89602,0.95417,0.65838,1.10171,0.79589,0.95053,4.96e-06,4.96e-06,4.96e-06
