epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9219,1.59795,2.78461,1.14593,0.19228,0.96901,0.84407,0.55101,1.17852,inf,0.96852,0.06931,0.00031,0.00031
2,25.2985,1.23626,1.04922,0.993,0.93239,0.88065,0.95352,0.68828,1.03898,1.042,0.92352,0.0376051,0.000605052,0.000605052
3,37.3443,1.13661,0.78242,0.95117,0.96296,0.92054,0.96951,0.70512,1.02055,0.87205,0.91867,0.00587476,0.00087476,0.00087476
4,48.4511,1.06923,0.70667,0.93431,0.95893,0.93751,0.9753,0.72819,0.95603,0.70921,0.898,0.0008812,0.0008812,0.0008812
5,59.5916,1.03074,0.66692,0.91632,0.96744,0.94348,0.97883,0.75114,0.88085,0.6103,0.87822,0.0008416,0.0008416,0.0008416
6,70.5099,0.99559,0.64774,0.9126,0.98028,0.9478,0.9812,0.75967,0.85166,0.57397,0.86887,0.000802,0.000802,0.000802
7,81.6589,0.98475,0.62081,0.89987,0.97893,0.94709,0.98156,0.76481,0.82999,0.54686,0.86352,0.0007624,0.0007624,0.0007624
8,92.6228,0.96902,0.61056,0.89923,0.98611,0.95053,0.98301,0.77209,0.82738,0.53701,0.86224,0.0007228,0.0007228,0.0007228
9,103.693,0.95238,0.59605,0.896,0.98538,0.95105,0.98362,0.77736,0.8071,0.5202,0.85672,0.0006832,0.0006832,0.0006832
10,114.729,0.94899,0.58813,0.89245,0.98629,0.95473,0.98532,0.7799,0.79916,0.5162,0.85492,0.0006436,0.0006436,0.0006436
11,125.985,0.949,0.58249,0.89024,0.98681,0.95533,0.98594,0.77668,0.81167,0.51183,0.85735,0.000604,0.000604,0.000604
12,137.245,0.93756,0.57776,0.88678,0.98759,0.95658,0.9863,0.77295,0.81908,0.51824,0.85692,0.0005644,0.0005644,0.0005644
13,148.577,0.91954,0.56586,0.88526,0.98774,0.96027,0.98763,0.78624,0.78187,0.4934,0.85019,0.0005248,0.0005248,0.0005248
14,159.904,0.91809,0.56108,0.88381,0.989,0.96061,0.98783,0.78609,0.77958,0.49836,0.85069,0.0004852,0.0004852,0.0004852
15,171.015,0.91694,0.56128,0.88284,0.98827,0.96205,0.9885,0.78762,0.78088,0.49607,0.84909,0.0004456,0.0004456,0.0004456
16,185.323,0.8802,0.63016,0.8887,0.9896,0.96624,0.98893,0.78482,0.7961,0.57236,0.84891,0.000406,0.000406,0.000406
17,194.789,0.87186,0.58241,0.8808,0.98104,0.96051,0.98877,0.7857,0.78307,0.51296,0.84463,0.0003664,0.0003664,0.0003664
18,204.351,0.86906,0.56852,0.8786,0.98705,0.96036,0.98929,0.78563,0.79208,0.50039,0.84635,0.0003268,0.0003268,0.0003268
19,213.988,0.85686,0.55846,0.87444,0.98536,0.96678,0.98966,0.7857,0.78967,0.49923,0.84579,0.0002872,0.0002872,0.0002872
20,223.457,0.85577,0.55829,0.87761,0.98819,0.96289,0.98978,0.78958,0.77879,0.49515,0.84443,0.0002476,0.0002476,0.0002476
21,232.988,0.86098,0.55691,0.87505,0.98715,0.96565,0.98998,0.79032,0.77925,0.49078,0.84419,0.000208,0.000208,0.000208
22,242.479,0.84051,0.54128,0.8725,0.98787,0.96464,0.98997,0.78913,0.77866,0.48773,0.84376,0.0001684,0.0001684,0.0001684
23,252.081,0.83707,0.53963,0.87443,0.98712,0.96649,0.99016,0.79209,0.76914,0.4845,0.84229,0.0001288,0.0001288,0.0001288
24,261.518,0.82652,0.52926,0.86961,0.98778,0.96395,0.99012,0.79083,0.77134,0.48277,0.84244,8.92e-05,8.92e-05,8.92e-05
25,271.029,0.84492,0.53952,0.87175,0.98762,0.96582,0.99016,0.79258,0.76895,0.48333,0.84213,4.96e-05,4.96e-05,4.96e-05
