epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9332,1.43003,1.88785,1.01524,0.96844,0.68047,0.90792,0.58448,1.29955,inf,0.96925,0.06931,0.00031,0.00031
2,25.4582,1.12338,0.76866,0.91115,0.96019,0.91967,0.97035,0.69857,0.99681,0.87731,0.87281,0.0376051,0.000605052,0.000605052
3,37.6802,1.03679,0.6605,0.89067,0.98236,0.94137,0.97918,0.75127,0.87303,0.68701,0.85461,0.00587476,0.00087476,0.00087476
4,48.9284,0.98919,0.60974,0.88432,0.98639,0.95506,0.98589,0.77007,0.84144,0.57545,0.84688,0.0008812,0.0008812,0.0008812
5,60.2178,0.96742,0.58539,0.87464,0.98937,0.95926,0.98717,0.77743,0.82275,0.56227,0.8437,0.0008416,0.0008416,0.0008416
6,71.2304,0.93523,0.56831,0.87183,0.98675,0.96353,0.98969,0.75894,0.86532,0.55019,0.84931,0.000802,0.000802,0.000802
7,82.4968,0.93005,0.54122,0.86519,0.99048,0.96965,0.99165,0.77898,0.83486,0.49653,0.83917,0.0007624,0.0007624,0.0007624
8,93.6228,0.90833,0.52418,0.86212,0.99099,0.96985,0.99216,0.7881,0.77478,0.47268,0.83188,0.0007228,0.0007228,0.0007228
9,104.843,0.88654,0.50626,0.85908,0.99223,0.97211,0.99241,0.7893,0.76099,0.45914,0.82875,0.0006832,0.0006832,0.0006832
10,116.006,0.89495,0.50335,0.8581,0.99066,0.97117,0.99223,0.77365,0.83213,0.46714,0.83889,0.0006436,0.0006436,0.0006436
11,127.271,0.88315,0.49341,0.85574,0.9907,0.97531,0.99269,0.78518,0.79342,0.44912,0.83402,0.000604,0.000604,0.000604
12,138.609,0.86812,0.48556,0.8521,0.99085,0.97598,0.99287,0.79148,0.75574,0.43048,0.82521,0.0005644,0.0005644,0.0005644
13,149.904,0.85172,0.47086,0.85162,0.99284,0.97665,0.99334,0.80392,0.74187,0.42063,0.82217,0.0005248,0.0005248,0.0005248
14,161.194,0.85124,0.46739,0.85063,0.99323,0.97825,0.99344,0.80666,0.72913,0.41929,0.82134,0.0004852,0.0004852,0.0004852
15,172.289,0.84095,0.46311,0.84788,0.99206,0.98077,0.9938,0.80892,0.72701,0.4036,0.81952,0.0004456,0.0004456,0.0004456
16,186.274,0.80482,0.49948,0.84828,0.98993,0.97459,0.99331,0.78548,0.78259,0.46788,0.82915,0.000406,0.000406,0.000406
17,195.907,0.80192,0.46285,0.84421,0.99006,0.97886,0.99351,0.8107,0.72194,0.41554,0.81751,0.0003664,0.0003664,0.0003664
18,205.477,0.79832,0.45292,0.84275,0.99306,0.97724,0.99351,0.81039,0.72521,0.41146,0.81766,0.0003268,0.0003268,0.0003268
19,215.167,0.79476,0.43856,0.84185,0.99226,0.9801,0.99381,0.8028,0.74436,0.40418,0.81914,0.0002872,0.0002872,0.0002872
20,224.697,0.77869,0.43554,0.8403,0.99158,0.97916,0.99367,0.81244,0.71244,0.38848,0.81519,0.0002476,0.0002476,0.0002476
21,234.272,0.7753,0.42994,0.8376,0.99319,0.9797,0.99395,0.81247,0.71497,0.39033,0.81482,0.000208,0.000208,0.000208
22,243.813,0.75632,0.41651,0.83613,0.99184,0.98035,0.99382,0.81799,0.69826,0.37783,0.81252,0.0001684,0.0001684,0.0001684
23,253.381,0.75411,0.41196,0.8368,0.99306,0.98018,0.99386,0.81391,0.70673,0.37766,0.81367,0.0001288,0.0001288,0.0001288
24,263.015,0.73939,0.40077,0.83188,0.9922,0.98035,0.99393,0.81803,0.69589,0.36865,0.81226,8.92e-05,8.92e-05,8.92e-05
25,272.835,0.74767,0.4053,0.83258,0.9921,0.98186,0.99395,0.82077,0.69308,0.36737,0.81148,4.96e-05,4.96e-05,4.96e-05
