epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1223,1.64409,2.38892,1.16471,0.16922,0.85276,0.44883,0.2494,1.29822,1.84401,1.04073,0.0672286,3.28042e-05,3.28042e-05
2,22.6531,1.48943,1.78175,1.09973,0.71282,0.59701,0.71066,0.42868,1.2423,1.59147,1.02631,0.033926,6.35185e-05,6.35185e-05
3,32.8674,1.43649,1.46807,1.06697,0.79878,0.80514,0.85759,0.55271,1.18864,1.16638,1.00187,0.000620693,9.15928e-05,9.15928e-05
4,42.9907,1.35338,1.1888,1.04099,0.86733,0.83042,0.91314,0.6101,1.13686,1.06641,0.97912,8.812e-05,8.812e-05,8.812e-05
5,53.9089,1.31677,1.09422,1.02416,0.91311,0.8641,0.94039,0.63725,1.11331,0.94739,0.96845,8.416e-05,8.416e-05,8.416e-05
6,64.2152,1.27943,1.02952,1.00746,0.93899,0.88415,0.9532,0.65567,1.08874,0.88762,0.9588,8.02e-05,8.02e-05,8.02e-05
7,74.4478,1.25141,0.99115,0.99453,0.94064,0.89442,0.95726,0.66655,1.0674,0.86087,0.95066,7.624e-05,7.624e-05,7.624e-05
8,84.6156,1.23274,0.96218,0.98826,0.94038,0.9003,0.95983,0.67491,1.04911,0.83879,0.94348,7.228e-05,7.228e-05,7.228e-05
9,94.6467,1.2088,0.94166,0.98361,0.9464,0.90526,0.96239,0.678,1.04733,0.82038,0.9419,6.832e-05,6.832e-05,6.832e-05
10,104.851,1.20569,0.92096,0.97886,0.94726,0.90819,0.9634,0.68658,1.02441,0.80514,0.93412,6.436e-05,6.436e-05,6.436e-05
11,115.07,1.20283,0.91251,0.97593,0.94836,0.91114,0.9644,0.69033,1.0202,0.79375,0.93245,6.04e-05,6.04e-05,6.04e-05
12,125.302,1.19752,0.89855,0.9734,0.94968,0.91461,0.96539,0.69326,1.01338,0.78373,0.93045,5.644e-05,5.644e-05,5.644e-05
13,135.512,1.17171,0.88285,0.96942,0.95236,0.91507,0.96621,0.6977,1.00431,0.77567,0.92663,5.248e-05,5.248e-05,5.248e-05
14,145.685,1.16763,0.87894,0.96729,0.95027,0.92088,0.96682,0.70046,1.00042,0.7687,0.92551,4.852e-05,4.852e-05,4.852e-05
15,156.042,1.17084,0.86912,0.96311,0.95223,0.92071,0.96763,0.70115,0.99819,0.76309,0.9242,4.456e-05,4.456e-05,4.456e-05
16,168.306,1.08407,1.00339,0.96059,0.9577,0.92609,0.96957,0.69704,1.01127,0.78455,0.92175,4.06e-05,4.06e-05,4.06e-05
17,177.969,1.08087,0.95917,0.95809,0.96296,0.92577,0.97058,0.70534,0.99816,0.77265,0.91685,3.664e-05,3.664e-05,3.664e-05
18,187.489,1.09019,0.96726,0.95263,0.96429,0.92751,0.9707,0.70432,1.00011,0.76742,0.91718,3.268e-05,3.268e-05,3.268e-05
19,197.094,1.08565,0.95159,0.95397,0.96339,0.92659,0.97058,0.70867,0.98994,0.76517,0.91424,2.872e-05,2.872e-05,2.872e-05
20,206.384,1.08203,0.95878,0.95896,0.96324,0.92667,0.97055,0.70676,0.99418,0.76157,0.91459,2.476e-05,2.476e-05,2.476e-05
21,215.781,1.08788,0.94411,0.95183,0.96368,0.92485,0.97036,0.70898,0.98565,0.758,0.91282,2.08e-05,2.08e-05,2.08e-05
22,225.71,1.06383,0.92486,0.95096,0.96445,0.92432,0.97036,0.70948,0.9847,0.75579,0.9127,1.684e-05,1.684e-05,1.684e-05
23,235.199,1.05915,0.9189,0.95049,0.96475,0.92405,0.9699,0.70933,0.9836,0.75305,0.91216,1.288e-05,1.288e-05,1.288e-05
24,244.612,1.0665,0.92217,0.95398,0.96546,0.9234,0.97041,0.71066,0.98125,0.75122,0.91165,8.92e-06,8.92e-06,8.92e-06
25,254.061,1.06839,0.91222,0.94633,0.96463,0.92326,0.97029,0.71109,0.98025,0.75044,0.91152,4.96e-06,4.96e-06,4.96e-06
