epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,175.767,0.01489,1.81161,1.029,0.97248,0.57284,0.86983,0.55257,0.01391,1.6955,1.0726,0.06931,0.00031,0.00031
2,322.38,0.01172,0.71499,0.93202,0.85591,0.78574,0.86098,0.50001,0.01562,1.15433,1.06526,0.0376051,0.000605052,0.000605052
3,477.461,0.01121,0.63561,0.91678,0.9708,0.93271,0.97473,0.691,0.01084,0.72098,0.92831,0.00587476,0.00087476,0.00087476
4,572.049,0.01041,0.58318,0.90172,0.98208,0.94844,0.98366,0.73402,0.0094,0.58828,0.88965,0.0008812,0.0008812,0.0008812
5,802.619,0.01023,0.55473,0.88998,0.98517,0.96657,0.98896,0.76065,0.00883,0.51517,0.87412,0.0008416,0.0008416,0.0008416
6,1011.82,0.00978,0.53108,0.8858,0.99171,0.96481,0.9903,0.76805,0.00862,0.50734,0.86751,0.000802,0.000802,0.000802
7,1241.56,0.00978,0.51751,0.88022,0.98626,0.96884,0.99063,0.75566,0.00894,0.48344,0.86764,0.0007624,0.0007624,0.0007624
8,1384.39,0.00947,0.50194,0.87493,0.99238,0.9732,0.9929,0.78473,0.00829,0.46839,0.85947,0.0007228,0.0007228,0.0007228
9,1582.67,0.0094,0.48914,0.87025,0.98954,0.97753,0.99304,0.78712,0.00814,0.43321,0.85173,0.0006832,0.0006832,0.0006832
10,1803.41,0.00908,0.4731,0.86534,0.98725,0.97699,0.9931,0.78485,0.00821,0.43103,0.85584,0.0006436,0.0006436,0.0006436
11,2019.81,0.00898,0.46273,0.86343,0.99292,0.97795,0.99376,0.798,0.00791,0.41479,0.84703,0.000604,0.000604,0.000604
12,2207.9,0.00895,0.45661,0.86107,0.98989,0.97894,0.99361,0.79231,0.00807,0.41839,0.84967,0.0005644,0.0005644,0.0005644
13,2395.55,0.00898,0.45744,0.85984,0.99226,0.97997,0.99377,0.80399,0.00774,0.40158,0.84212,0.0005248,0.0005248,0.0005248
14,2612.8,0.0088,0.44664,0.85566,0.99278,0.98138,0.99378,0.80565,0.0077,0.39865,0.84279,0.0004852,0.0004852,0.0004852
15,2816.64,0.00866,0.4385,0.85683,0.99245,0.98316,0.9939,0.80191,0.00768,0.3875,0.8412,0.0004456,0.0004456,0.0004456
16,2891.87,0.00844,0.45108,0.86211,0.99184,0.98043,0.99379,0.79268,0.00799,0.42302,0.84829,0.000406,0.000406,0.000406
17,2936.69,0.00838,0.43149,0.85856,0.99082,0.97825,0.99342,0.79194,0.00799,0.40695,0.84989,0.0003664,0.0003664,0.0003664
18,3003.2,0.00815,0.41913,0.85398,0.99212,0.98211,0.9938,0.79879,0.00781,0.39507,0.84313,0.0003268,0.0003268,0.0003268
19,3039.25,0.00795,0.40581,0.85233,0.99378,0.98186,0.99389,0.80322,0.00773,0.38531,0.84173,0.0002872,0.0002872,0.0002872
20,3098.78,0.00809,0.40978,0.85432,0.9932,0.98127,0.99373,0.80178,0.0077,0.38788,0.83971,0.0002476,0.0002476,0.0002476
21,3112.3,0.00797,0.39924,0.8511,0.99414,0.98312,0.99406,0.81152,0.00747,0.37408,0.83574,0.000208,0.000208,0.000208
22,3155.2,0.00786,0.3911,0.84929,0.99352,0.98211,0.9939,0.80596,0.00769,0.37811,0.83932,0.0001684,0.0001684,0.0001684
23,3219.01,0.00786,0.3911,0.84604,0.99441,0.98245,0.99396,0.81723,0.00737,0.36478,0.83368,0.0001288,0.0001288,0.0001288
24,3274.09,0.00776,0.38608,0.84449,0.99201,0.98404,0.994,0.81617,0.00735,0.36277,0.83306,8.92e-05,8.92e-05,8.92e-05
25,3299.7,0.00765,0.37915,0.84576,0.99297,0.98421,0.99406,0.81818,0.00734,0.36133,0.83308,4.96e-05,4.96e-05,4.96e-05
