epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.0029,0.01006,1.8118,1.03336,0.94053,0.73988,0.90632,0.57534,0.00958,1.50392,1.03851,0.06931,0.00031,0.00031
2,76.6117,0.00804,0.73776,0.93994,0.93905,0.85176,0.9407,0.67475,0.00734,0.90714,0.92768,0.0376051,0.000605052,0.000605052
3,87.9224,0.00735,0.63393,0.91135,0.98336,0.94927,0.98184,0.74325,0.00622,0.64019,0.87542,0.00587476,0.00087476,0.00087476
4,99.1095,0.00696,0.58424,0.90193,0.98979,0.96125,0.98762,0.74978,0.00609,0.54005,0.87069,0.0008812,0.0008812,0.0008812
5,110.204,0.00677,0.55438,0.89098,0.98724,0.96741,0.99011,0.75586,0.00584,0.51456,0.86198,0.0008416,0.0008416,0.0008416
6,121.124,0.00655,0.53895,0.88974,0.99015,0.97114,0.99155,0.76395,0.00579,0.49813,0.85486,0.000802,0.000802,0.000802
7,132.329,0.00658,0.52032,0.88131,0.99255,0.97314,0.9927,0.76893,0.00563,0.46303,0.84934,0.0007624,0.0007624,0.0007624
8,143.248,0.00645,0.50888,0.87984,0.99128,0.97505,0.99278,0.79092,0.00528,0.44255,0.8403,0.0007228,0.0007228,0.0007228
9,154.481,0.00622,0.48397,0.87327,0.99115,0.97862,0.9932,0.78781,0.00531,0.42546,0.83969,0.0006832,0.0006832,0.0006832
10,165.486,0.00623,0.47969,0.87152,0.99258,0.97763,0.99351,0.79091,0.00524,0.41812,0.83771,0.0006436,0.0006436,0.0006436
11,176.672,0.0062,0.47288,0.86795,0.99216,0.98093,0.99377,0.79717,0.0051,0.40635,0.83336,0.000604,0.000604,0.000604
12,187.921,0.00602,0.46193,0.86261,0.99253,0.9785,0.99346,0.78698,0.00534,0.40875,0.83951,0.0005644,0.0005644,0.0005644
13,199.082,0.006,0.45343,0.8644,0.99306,0.97917,0.99355,0.79191,0.00524,0.40298,0.83301,0.0005248,0.0005248,0.0005248
14,210.07,0.00595,0.4512,0.86169,0.9937,0.97992,0.99383,0.80587,0.00498,0.39161,0.82958,0.0004852,0.0004852,0.0004852
15,221.063,0.00591,0.4506,0.85949,0.99278,0.98157,0.99391,0.79934,0.00514,0.4,0.83117,0.0004456,0.0004456,0.0004456
16,234.836,0.00563,0.46338,0.86651,0.99301,0.97942,0.99344,0.78751,0.00533,0.42866,0.8376,0.000406,0.000406,0.000406
17,244.22,0.00558,0.43323,0.86066,0.99101,0.98135,0.99346,0.80008,0.005,0.39954,0.82916,0.0003664,0.0003664,0.0003664
18,253.803,0.00558,0.42886,0.85852,0.99257,0.98211,0.99382,0.80303,0.00499,0.38961,0.8285,0.0003268,0.0003268,0.0003268
19,263.133,0.00551,0.4172,0.85579,0.99324,0.98102,0.99388,0.79158,0.00526,0.39655,0.83282,0.0002872,0.0002872,0.0002872
20,272.411,0.0055,0.41572,0.85717,0.99328,0.98109,0.9939,0.80118,0.00509,0.38577,0.82962,0.0002476,0.0002476,0.0002476
21,281.798,0.00546,0.41081,0.85393,0.99281,0.98219,0.99388,0.80392,0.005,0.37736,0.82643,0.000208,0.000208,0.000208
22,291.037,0.00533,0.39909,0.85041,0.99054,0.98528,0.99399,0.80618,0.005,0.371,0.8271,0.0001684,0.0001684,0.0001684
23,300.427,0.00528,0.39335,0.8523,0.99335,0.98211,0.99387,0.8123,0.00487,0.36484,0.82415,0.0001288,0.0001288,0.0001288
24,309.824,0.00515,0.38289,0.84596,0.9917,0.98382,0.99397,0.8152,0.00478,0.35943,0.82203,8.92e-05,8.92e-05,8.92e-05
25,319.25,0.00525,0.38967,0.84677,0.99314,0.98245,0.99396,0.81587,0.00478,0.36059,0.82205,4.96e-05,4.96e-05,4.96e-05
